Text,Sentiment,Emotion
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Πρόσεξε κανείς πως οι Ρομά δεν πέρασαν;',NEGATIVE,DISGUST
'Πρόσεξε κανείς πως οι Ρομά δεν πέρασαν;',NEGATIVE,DISGUST
'Πρόσεξε κανείς πως οι Ρομά δεν πέρασαν;',NEGATIVE,DISGUST
'Πρόσεξε κανείς πως οι Ρομά δεν πέρασαν;',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης',NEGATIVE,DISGUST
'Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης',NEGATIVE,DISGUST
'Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης',NEGATIVE,DISGUST
'Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης',NEGATIVE,DISGUST
'Και παιδεραστής και βιαστής και αιμομίκτης και χουντικός και χρυσαυγίτης',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Δύο Γυναίκες Διακεκριμένες Επιστήμονες η Νομικός κα. Πετρούλια και η Ιατρός κα. Λινού έστειλαν το σκουπίδι της φύσης Πολάκη στον φυσικό του χώρο',NEGATIVE,DISGUST
'Έχουν βγει τόσες βρωμιές για αυτό τον άνθρωπο και πραγματικά απορώ γιατί καθόμαστε και τον ακούμε',NEGATIVE,DISGUST
